Job_offer,Label,Traslation,token
"Stiamo cercando uno/una WEB DEVELOPER che sarà responsabile della programmazione, test e debugging di applicazioni web, nonché della loro progettazione, sviluppo e implementazione. La risorsa ideale avrà un minimo di 4 anni di esperienza in una posizione simile.",Web Developer,"We are looking for one/a web development that will be responsible for programming, tests and debugging of web applications, as well as their design, development and implementation.The ideal resource will have a minimum of 4 years of experience in a similar position.",look one web development responsible programming test debugging web application well design development implementation ideal resource minimum year experience similar position
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione. L'offerta di lavoro si intende rivolta all'uno e all'altro sesso in ottemperanza al D.Lgs. 198/2006. I candidati sono invitati a leggere l'informativa privacy - Regolamento (UE) 2016/679",Web Developer,"Job Summary keyword: digitization!One of the main objectives of ECTM is revolutionizing the world of construction in a digital key, going to transform one of the least digitized sectors.We therefore look for a proactive, enthusiastic and dynamic programmer for designing, developing and managing innovative web architectures divided into microservices.And it's not over here.If curiosity and passion for technological-digital development characterize you, as a programmer you can test yourself in the ideation, creation and launch of innovative web solutions, giving life to an unprecedented and unconventional vision of the network at the service of theBuilding and engineering sector.By working in Agile you will support your team in the various work phases, reaching long -term objectives with the team.You will be part of Ectm and you will share ambitions and progress by developing new digital products.What are we looking for in you?Here are the main technologies that
   You will use and the fundamental requirements for working with us, without ever stopping to create, design, have fun.Angular Lavel Php Microservizi Mysql Nice to Have: Docker, Redux, React.Credere in your proposals and in your choices: remember that you will not work only for ECTM but together with ECTM.The projects in which you will take part will also be the result of your intuitions.Ability to propose and transmit to your work team ideas, opinions and solutions.Propensity to build a strategic overall vision of the various tasks that will be assigned to you.Ability to understand and share with your team the feedbacks of the Senior Manager and the various figures with whom you will confront yourself.The presence on Rome is required.We will evaluate the possibility of partial remote working later, now we need you here! Team your team is currently composed of 5 programmers coordinated by a Lead Developer.But you won't work only with them!THE
   Projects in which you will take part in fact will allow you to interface daily with project manager, engineers, architects, creatives, graphic designers and many other professionals;A multidisciplinary reality that will allow you to develop new skills and precious transversal skills.What we offer you highly technological and almost completely paperless company;permanent contract;14 months (CCNL Professional Studies);Company welfare package aimed at providing our team services, concessions and initiatives that significantly improve life in the company;Daily meal vouchers from 8 €;hourly flexibility;continuous training;horizontal and transversal organization of roles and skills;office in the central area, well connected with subway and buses;Expected RAL: based on seniority, from 25k to 35k.If what you have read so far has intrigued you;If passion, sharing and teamwork are for
   You, as for us, fundamental values, send us your application immediately.By joining the ECTM team you will know an inclusive and synergistic reality, aimed at interaction, growth and innovation.The offer of work is intended for one and the other sex in compliance with Legislative Decree 198/2006.Candidates are invited to read the Privacy Policy - Regulation (EU) 2016/679",job summary keyword digitizationone main objective ectm revolutionize world construction digital key transform one least digitize sector therefore look proactive enthusiastic dynamic programmer designing develop manage innovative web architecture divide microservice curiosity passion technological digital development characterize programmer test ideation creation launch innovative web solution give life unprecedented unconventional vision network service thebuilding engineering sector work agile support team various work phase reach long term objective team part ectm share ambition progress develop new digital product look youhere main technology use fundamental requirement work without ever stop create design fun angular lavel php microservizi mysql nice docker redux react credere proposal choice remember work ectm together ectmthe project take part also result intuition ability propose transmit work team idea opinion solution propensity build strategic overall vision various task assign ability understand share team feedback senior manager various figure confront presence rome require evaluate possibility partial remote working later need team team currently compose programmer coordinate lead developer work themthe project take part fact allow interface daily project manager engineer architect creative graphic designer many professionalsa multidisciplinary reality allow develop new skill precious transversal skill offer highly technological almost completely paperless companypermanent contract14 month ccnl professional studiescompany welfare package aim provide team service concession initiative significantly improve life companydaily meal voucher hourly flexibilitycontinuous traininghorizontal transversal organization role skillsoffice central area well connect subway busesexpected ral base seniority 25k 35k read far intrigue youif passion sharing teamwork fundamental value send application immediately join ectm team know inclusive synergistic reality aim interaction growth innovation offer work intend one sex compliance legislative decree 1982006candidate invite read privacy policy regulation
"Per PMI operante nel settore dei macchinari industriali in ambito Automotive siamo alla ricerca di un Softwarista PLC che si occupi di programmazione di azionamenti Simodrive, Sinamics, Masterdrive, V90 di Siemens, collaborando con il team di progettisti e di tecnici collaudatori.",Programmer,"For SMEs operating in the industrial machinery sector in the automotive field, we are looking for a PLC softwarist who deals with the programming of SIMODRIO, SINAMICS, Masterdrive, V90 of Siemens, collaborating with the team of designers and testing technicians.",sme operate industrial machinery sector automotive field look plc softwarist deal programming simodrio sinamics masterdrive v90 siemens collaborate team designer testing technician
"La risorsa ricoprirà il ruolo di Sviluppatore SW e verrà inserita stabilmente all'interno di un contesto giovane, qualificato e motivato. La ricerca è rivolta a persone dinamiche, con entusiasmo e passione per le sfide, a cui piaccia lavorare in team.",Software Engineer,"The resource will play the role of SW developer and will be inserted permanently within a young, qualified and motivated context.The research is aimed at dynamic people, with enthusiasm and passion for challenges, to whom you like to work in a team.",resource play role developer insert permanently within young qualified motivated context research aim dynamic people enthusiasm passion challenge like work team
"Atos does not discriminate on the basis of race, religion, colour, sex, age, disability or sexual orientation.
   All recruitment decisions are based solely on qualifications, skills, knowledge and experience and relevant business requirements.",Programmer,"Atos does not discriminate on the basis of race, religion, colour, sex, age, disability or sexual orientation.
   All recruitment decisions are based solely on qualifications, skills, knowledge and experience and relevant business requirements.",ato discriminate basis race religion colour sex age disability sexual orientation recruitment decision base solely qualification skill knowledge experience relevant business requirement
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione.",Web Developer,"Job Summary keyword: digitization!One of the main objectives of ECTM is revolutionizing the world of construction in a digital key, going to transform one of the least digitized sectors.We therefore look for a proactive, enthusiastic and dynamic programmer for designing, developing and managing innovative web architectures divided into microservices.And it's not over here.If curiosity and passion for technological-digital development characterize you, as a programmer you can test yourself in the ideation, creation and launch of innovative web solutions, giving life to an unprecedented and unconventional vision of the network at the service of theBuilding and engineering sector.By working in Agile you will support your team in the various work phases, reaching long -term objectives with the team.You will be part of Ectm and you will share ambitions and progress by developing new digital products.What are we looking for in you?Here are the main technologies that
   You will use and the fundamental requirements for working with us, without ever stopping to create, design, have fun.Angular Lavel Php Microservizi Mysql Nice to Have: Docker, Redux, React.Credere in your proposals and in your choices: remember that you will not work only for ECTM but together with ECTM.The projects in which you will take part will also be the result of your intuitions.Ability to propose and transmit to your work team ideas, opinions and solutions.Propensity to build a strategic overall vision of the various tasks that will be assigned to you.Ability to understand and share with your team the feedbacks of the Senior Manager and the various figures with whom you will confront yourself.The presence on Rome is required.We will evaluate the possibility of partial remote working later, now we need you here! Team your team is currently composed of 5 programmers coordinated by a Lead Developer.But you won't work only with them!THE
   Projects in which you will take part in fact will allow you to interface daily with project manager, engineers, architects, creatives, graphic designers and many other professionals;A multidisciplinary reality that will allow you to develop new skills and precious transversal skills.What we offer you highly technological and almost completely paperless company;permanent contract;14 months (CCNL Professional Studies);Company welfare package aimed at providing our team services, concessions and initiatives that significantly improve life in the company;Daily meal vouchers from 8 €;hourly flexibility;continuous training;horizontal and transversal organization of roles and skills;office in the central area, well connected with subway and buses;Expected RAL: based on seniority, from 25k to 35k.If what you have read so far has intrigued you;If passion, sharing and teamwork are for
   You, as for us, fundamental values, send us your application immediately.By joining the ECTM team you will know an inclusive and synergistic reality, aimed at interaction, growth and innovation.",job summary keyword digitizationone main objective ectm revolutionize world construction digital key transform one least digitize sector therefore look proactive enthusiastic dynamic programmer designing develop manage innovative web architecture divide microservice curiosity passion technological digital development characterize programmer test ideation creation launch innovative web solution give life unprecedented unconventional vision network service thebuilding engineering sector work agile support team various work phase reach long term objective team part ectm share ambition progress develop new digital product look youhere main technology use fundamental requirement work without ever stop create design fun angular lavel php microservizi mysql nice docker redux react credere proposal choice remember work ectm together ectmthe project take part also result intuition ability propose transmit work team idea opinion solution propensity build strategic overall vision various task assign ability understand share team feedback senior manager various figure confront presence rome require evaluate possibility partial remote working later need team team currently compose programmer coordinate lead developer work themthe project take part fact allow interface daily project manager engineer architect creative graphic designer many professionalsa multidisciplinary reality allow develop new skill precious transversal skill offer highly technological almost completely paperless companypermanent contract14 month ccnl professional studiescompany welfare package aim provide team service concession initiative significantly improve life companydaily meal voucher hourly flexibilitycontinuous traininghorizontal transversal organization role skillsoffice central area well connect subway busesexpected ral base seniority 25k 35k read far intrigue youif passion sharing teamwork fundamental value send application immediately join ectm team know inclusive synergistic reality aim interaction growth innovation
"Siamo alla ricerca di un/a .NET Developer per la nostra sede di Verona.

   La persona si occuperà di realizzare, sulla base di requisiti utente, applicazioni Dekstop realizzate con tecnologia Microsoft .NET ed effettuare testing sulle soluzioni sviluppate., ADD VALUE, da 25 anni forniamo servizi IT al mondo bancario, assicurativo e delle grandi imprese. Operiamo in ambito applicativo e tecnologico e siamo specialisti nel progettare e sviluppare soluzioni software mirate a risolvere le esigenze più complesse in materia di processi, performance e volumi.

   Ci proponiamo come un partner affidabile per i soggetti del mercato finance e grandi imprese, capace di proporre soluzioni tecnologiche d'avanguardia, con elevate capacità di analisi delle esigenze del Cliente.

   COSA TROVERAI IN ADD VALUE
     * In Add Value avrai l'opportunità di implementare soluzioni applicative con framework e tecnologie all'avanguardia per i più grandi player di mercato italiani. Possibilità di progettare disegni architetturali complessi, solidi e performanti.
     * Team abituati ad accogliere proposte e idee innovative, ad ascoltare e a collaborare per raggiungere l'obiettivo comune.
     * Formazione tecnica e manageriale. Workshop interni dedicati alla condivisione di esperienze e conoscenze.

   Per maggiori informazioni su Add Value spa visitate il nostro sito www.addvalue.it",Web Developer,"We are looking for an .Net Developer for our Verona headquarters.

   The person will take care of creating, on the basis of user requirements, Dekstop applications made with Microsoft .NET technology and testing on developed solutions., Add Value, for 25 years we have provided IT services to the banking, insurance world and large companies.We operate in the application and technological field and we are specialists in designing and developing software solutions aimed at solving the most complex needs regarding processes, performances and volumes.

   We offer ourselves as a reliable partner for the subjects of the Finance and large companies market, capable of proposing avant -garde technological solutions, with high skills of analysis of customer needs.

   What you will find in Add Value
     * In Add Value you will have the opportunity to implement application solutions with cutting -edge framework and technologies for the largest Italian market players.Possibility to design complex, solid and performing architectural designs.
     * Team accustomed to welcoming innovative proposals and ideas, listening and collaborating to achieve the common goal.
     * Technical and managerial training.Interior workshops dedicated to the sharing of experiences and knowledge.

   For more information on Add Value Spa, visit our website www.addvalue.it",look net developer verona headquarter person take care create basis user requirement dekstop application make microsoft net technology testing develop solution add value year provide service banking insurance world large company operate application technological field specialist design develop software solution aim solve complex need regard process performance volume offer reliable partner subject finance large company market capable propose avant garde technological solution high skill analysis customer need find add value add value opportunity implement application solution cut edge framework technology large italian market player possibility design complex solid perform architectural design team accustomed welcome innovative proposal idea listen collaborate achieve common goal technical managerial training interior workshop dedicate sharing experience knowledge information add value spa visit website wwwaddvalueit
"La risorsa, inserita all'interno del gruppo di gestione delle Infrastrutture IT, nella Business Unit ""Digital Cloud"", un team specializzato nella gestione del Networking, opererà sotto il coordinamento del responsabile Networking Operations e si occuperà in particolare della gestione delle infrastrutture di rete a servizio dei data centers aziendali e di eseguire la delivery di sistemi e soluzioni per i clienti, principalmente in modalità ibrida Private e Public Cloud.",System Analyst,"The resource, inserted within the IT management group of IT infrastructure, in the ""Digital Cloud"" business unit, a team specialized in the management of networking, will operate under the coordination of the Networking Operations Manager and will take care of the management of network infrastructures in particularAt the service of the company data centers and to perform the deliver of systems and solutions for customers, mainly in private hybrid mode and Public Cloud.",resource insert within management group infrastructure digital cloud business unit team specialize management networking operate coordination networking operations manager take care management network infrastructure particularat service company datum center perform deliver system solution customer mainly private hybrid mode public cloud
"Il gruppo si sta fortemente affermando nel mercato del Nord Italia; a supporto di un nostro prestigioso cliente, siamo alla ricerca di un PHP Developer, con 2-3 anni di esperienza da inserire nel nostro team di Milano, offrendo significative prospettive di crescita personali e professionali.

   Non ricerchiamo solo figure skillate dal punto di vista tecnico, ma risorse che possano portare un reale contributo alla nostra Azienda, con le proprie idee, competenze e creatività., All'interno del Gruppo K2, PNP (www.pnp-tech.com) è l'azienda specializzata nelle quattro aree tecnologiche legate alla gestione dell'informazione; SAP®, IoT, GIS e DevOps.

   Rispondiamo ai bisogni concreti dei nostri clienti con competenza e passione.

   Investiamo nello sviluppo di soluzioni innovative e nella formazione tecnica del nostro personale al fine di offrire performance tra le più alte del mercato.",Web Developer,"The group is strongly affirming in the northern Italy market;In support of our prestigious customer, we are looking for a Php Developer, with 2-3 years of experience to be included in our Milan team, offering significant personal and professional growth prospects.

   We not only seek skilled figures from a technical point of view, but resources that can bring a real contribution to our company, with their own ideas, skills and creativity., Within group K2, PNP (www.pnp-tech.com)It is the company specialized in the four technological areas related to information management;Sap®, IoT, Gis and Devops.

   We respond to the concrete needs of our customers with competence and passion.

   We invest in the development of innovative solutions and in the technical training of our staff in order to offer among the highest performances on the market.",group strongly affirming northern italy marketin support prestigious customer look php developer year experience include milan team offer significant personal professional growth prospect seek skilled figure technical point view resource bring real contribution company idea skill creativity within group pnp wwwpnp techcomit company specialize four technological area relate information managementsap iot gis devops respond concrete need customer competence passion invest development innovative solution technical training staff order offer among high performance market
"F2 Informatica, società di consulenza e servizi informatici, seleziona per attività gestibile da remoto.",Java Developer,"F2 computer science, consultancy and computer services, selects for remotely manageable activities.",computer science consultancy computer service select remotely manageable activity
"QIBIT, divisione ICT di Gi Group S.p.A., Agenzia per il Lavoro (Aut. Min. 26/11/04 Prot. n. 1101-SG), è specializzata nella selezione, formazione, inserimento e sviluppo professionale dei profili IT per il mercato italiano., Per importante società di comparazione mutui/prodotti finanziari, leader in Italia, ricerchiamo:

   JAVA DEVELOPER

   La risorsa verrà inserita all'interno del team di Sviluppo, contesto dinamico e stimolante in cui si applica la metodologia AGILE.",Java Developer,"Qibit, ICT division of Gi Group S.p.A., Agency for Labor (Aut. Min. 26/11/04 prot. No. 1101-SG), specializes in the selection, training, insertion and professional development of IT profiles for the Italian market., For important mortgage/financial products comparison company, leader in Italy, we are looking for:

   Java Developer

   The resource will be inserted within the development team, a dynamic and stimulating context in which the agile methodology applies.",qibit ict division group agency labor aut min prot specialize selection training insertion professional development profile italian market important mortgage financial product comparison company leader italy look java developer resource insert within development team dynamic stimulating context agile methodology apply
"Jobtech is hiring! Lazienda per cui selezioniamo opera nel settore Marketing e crede fortemente nella convergenza tra Marketing e Tecnologia e INVESTE in:
     * Formazione continua (lavorare è un viaggio verso la conoscenza)
     * Acquisizione di partnership e tecnologie
     * Talenti e professionalità orientati al customer success.

   Nel loro piano di Talent Acquisition per il 2021, è previsto il consolidamento del Dipartimento Marketing & Business Intelligence, con figure dedicate sia alla definizione di contenuti e strategie (marketing strategist) che allo sviluppo (software web developer), sul CRM in Cloud più adottato al mondo, attraverso una iniziale Academy interna, per la quale sono alla ricerca di profili, Il piano di formazione sarà un interessante percorso guidato per comprendere i più noti strumenti e piattaforme di marketing automation e business intelligence (Salesforce Marketing cloud, Pardot, advertising studio, social studio, CRM Tableau) a servizio delle aziende. LAcademy punta a formare i nostri prossimi Digital Consultant che lavoreranno in ambito BI e MA.",Java Developer,"Jobtech is hiring!The company for which we select work in the marketing sector and strongly believes in the convergence between marketing and technology and invests in:
     * Continuous training (working is a journey to knowledge)
     * Acquisition of partnerships and technologies
     * Talents and professionalism oriented to the Customer following.

   In their talent acquisition plan for 2021, consolidation of the Marketing & Business Intelligence Department is planned, with dedicated figures both to the definition of content and strategies (Marketing Strategist) and to development (Web Developer software), on the CRM in the most adopted cloudIn the world, through an initial internal academy, for which they are looking for profiles, the training plan will be an interesting guided path to understand the best known tools and marketing automation and business intelligence (Salesforce Marketing Cloud, Pardot, Advertising Studio platforms, Social Studio, CRM Tableau) at the service of companies.Lacademy aims to form our next digital consultant that will work in the BI and MA field.",jobtech hiringthe company select work marketing sector strongly believe convergence marketing technology invest continuous training work journey knowledge acquisition partnership technology talents professionalism orient customer follow talent acquisition plan consolidation marketing business intelligence department plan dedicated figure definition content strategy marketing strategist development web developer software crm adopt cloudin world initial internal academy look profile training plan interesting guide path understand well know tool marketing automation business intelligence salesforce marketing cloud pardot advertising studio platform social studio crm tableau service company lacademy aim form next digital consultant work field
"Sistemista Control Room

   La figura sarà inserita all'interno del reparto Data Center e, nello specifico, nel team Control Room., La risorsa inserita si occuperà di monitoraggio, gestione di primo livello di tutti i sistemi presenti nel datacenter, principalmente basati su sistemi operativi Microsoft Windows Server, Linux e VMWare. La persona inserita avrà il compito di monitorare, gestire risolvere le problematiche di tipo sistemistico nell'ottica della massimizzazione dell'uptime dei servizi erogati.",System Analyst,"Control Room systemist

   The figure will be inserted inside the Data Center department and, specifically, in the Control Room team, the resource inserted will deal with monitoring, first level management of all the systems present in the datacenter, mainly based on Microsoft Windows Server operating systems, Linux and VMware.The person inserted will have the task of monitoring, managing resolving system problems with a view to maximizing the services of the services provided.",control room systemist figure insert inside data center department specifically control room team resource insert deal monitoring first level management system present datacenter mainly base microsoft windows server operating system linux vmware person insert task monitoring manage resolve system problem view maximize service service provide
"Per importante azienda cliente del Valdarno aretino settore Medical, stiamo selezionando un/a programmatore per il dipartimento R&D Software. Il/la risorsa selezionata si occuperà di disegno e sviluppo Software su piattaforma Microsoft per la costruzione di device medicali.",Programmer,"For an important client company of the Valdarno Aretino Medical sector, we are selecting a programmer for the R&D Software department.The selected resource will deal with design and software development on the Microsoft platform for the construction of medical devices.",important client company valdarno aretino medical sector select programmer software department select resource deal design software development microsoft platform construction medical device
"La divisione Consultant di Adecco-dedicata alla ricerca e selezione di profili tecnici- valuta un/a Sviluppatore Hardware da inserire presso l'ente R&D di un'azienda cliente, dove in qualità di responsabile dello sviluppo dell'elettronica dei prodotti, si occuperà di selezionare l'architettura, i componenti e sviluppare gli schemi delle schede elettroniche.Coinvolta nell'intero ciclo di vita del progetto, dalla fase di specifica al test e alla convalida dell'hardware, la risorsa si occuperà di analizzare, sviluppare, verificare e documentare la componente hardware dei nuovi prodotti e dei prodotti esistenti in evoluzione.In particolare svolgerà le seguenti mansioni:* Sviluppo elettronica prodotti* Selezione dell'architettura in termini di costi e prestazioni* Verifica requisiti dalla progettazione ai test hardware* Test/verifica hardware, supportando la validazione del prodotto complessivoSaranno considerate esclusivamente le candidature con i seguenti requisiti:* Laurea di secondo",Programmer,"The Consultant Division of Adecco-Dental to the research and selection of technical profiles- evaluates a hardware developer to be included in the R&D Authority of a client company, where as manager of the development of the electronics of the products, it will take care ofSelect the architecture, the components and develop the schemes of the electronic cards. Coilen in the entire life cycle of the project, from the specification phase to the test and validation of the hardware, the resource will take care of analyzing, developing, verifying and documentingThe hardware component of the new products and existing products in evolution. In particular it will carry out the following tasks:* Electronic development products* Selection of architecture in terms of costs and performance* verification requirements from design to hardware tests* test/hardware verification, supportingValidation of the product will overallly consider candidates with the following requirements:* Second Degree",consultant division adecco dental research selection technical profiles evaluate hardware developer include authority client company manager development electronic product take care ofselect architecture component develop scheme electronic card coilen entire life cycle project specification phase test validation hardware resource take care analyze develop verifying documentingthe hardware component new product exist product evolution particular carry follow task electronic development product selection architecture term cost performance verification requirement design hardware test test hardware verification supportingvalidation product overallly consider candidate follow requirement second degree
